name,city,country,iata,icao,latitude,longitude,altitude,timezone,timezone_dst
Lashenden (Headcorn) Airfield,Headcorn,United Kingdom,,EGKH,51.157,0.642,72,,E
Panshanger Aerodrome,Panshanger,United Kingdom,,EGLG,51.803,-0.158,249,,E
Thurrock Airfield,Thurrock,United Kingdom,,EGMT,51.538,0.368,20,,E
Stapleford Aerodrome,Stapleford,United Kingdom,,EGSG,51.653,0.156,183,,E
HAL Airport,Bangalore,India,,VOBG,12.950,77.668,2912,,N
Chichester/Goodwood Airport,Goodwood,United Kingdom,QUG,EGHR,50.859,-0.759,98,,E
Omarama Glider Airport,Omarama,New Zealand,,NZOA,-44.487,169.986,1381,,Z
Haast Aerodrome,Haast,New Zealand,,NZHT,-43.865,169.041,13,,Z
Meschede-Schüren Airport,Meschede,Germany,,EDKM,51.303,8.239,1434,,E
Jumandy Airport,Tena,Ecuador,TNW,SEJD,-1.060,-77.583,1234,,S
Morro da Urca Heliport,Rio de Janeiro,Brazil,,SDHU,-22.952,-43.166,692,,S
Dongji Aiport,Fuyuan,China,FYJ,ZYFY,48.199,134.366,0,,N
Skúvoy Heliport,Skuvoy,Faroe Islands,,EKSY,61.770,-6.803,70,,E
Stóra Dímun Heliport,Stora Dimun,Faroe Islands,,EKSR,61.685,-6.759,305,,E
Frooba Heliport,Frooba,Faroe Islands,,EKFA,61.544,-6.774,77,,E
Person County Airport,Roxboro,United States,,KTDF,36.285,-78.984,609,,A
Zulu Inyala Airport,Phinda,South Africa,PZL,FADQ,-27.849,32.310,160,,U
Liupanshui Yuezhao Airport,Liupanshui,China,LPF,ZUPS,26.609,104.979,0,,N
Kaili Airport,Kaili,China,KJH,ZUKJ,26.972,107.988,3115,,N
Shennongjia Hongping Airport,Shennongjia,China,HPG,ZHSN,31.626,110.340,8365,,N
Zhangjiakou Ningyuan Airport,Zhangjiakou,China,ZQZ,ZBZJ,40.739,114.930,2347,,N
Arxan Yi'ershi Airport,Arxan,China,YIE,ZBES,47.311,119.912,2925,,N
Hengyang Nanyue Airport,Hengyang,China,HNY,ZGHY,26.905,112.628,0,,N
Hongyuan Airport,Ngawa,China,AHJ,ZUHY,32.532,102.352,11600,,N
Wonsan Kalma International Airport,Wonsan,North Korea,WOS,ZKWS,39.167,127.486,7,,N
Mestia Queen Tamar Airport,Mestia,Georgia,,UGMS,43.054,42.749,4778,,N
Magas Airport,Magas,Russia,IGT,URMS,43.322,45.013,1165,Europe/Moscow,N
Talladega Municipal Airport,Talladega,United States,ASN,KASN,33.570,-86.051,529,,A
Greenville Downtown Airport,Greenville,United States,GMU,KGMU,34.848,-82.350,1048,,A
Mankato Regional Airport,Mankato,United States,,KMKT,44.222,-93.919,1021,,A
Captain Auguste George Airport,Anegada,British Virgin Islands,NGD,TUPA,18.727,-64.330,9,,U
Troy Municipal Airport at N Kenneth Campbell Field,Troy,United States,TOI,KTOI,31.860,-86.012,398,,A
Merkel Field Sylacauga Municipal Airport,Sylacauga,United States,,KSCD,33.172,-86.305,569,,A
Enterprise Municipal Airport,Enterprise,United States,ETS,KEDN,31.300,-85.900,361,,A
Ryan Field,Tucson,United States,,KRYN,32.142,-111.175,2417,,A
Efogi Airport,Efogi,Papua New Guinea,EFG,AYEF,-9.154,147.660,3900,,N
Kagi Airport,Kagi,Papua New Guinea,KGW,AYKQ,-9.136,147.669,4200,,N
Nadunumu Airport,Nadunumu,Papua New Guinea,NDN,AYNC,-9.144,147.684,5100,,N
Bodinumu Airport,Bodinumu,Papua New Guinea,BNM,AYBD,-9.108,147.667,3700,,N
Thomas C Russell Field,Alexander City,United States,ALX,KALX,32.915,-85.963,686,,A
Port Keats Airport,Wadeye,Australia,PKT,YPKT,-14.250,129.529,91,,O
Garden Point Airport,Pirlangimpi,Australia,GPN,YGPT,-11.403,130.422,90,,O
Stade Airport,Stade,Germany,,EDHS,53.561,9.499,62,,E
Meriden Markham Municipal Airport,Meriden,United States,,KMMK,41.509,-72.829,103,,A
Flinders Island Airport,Elliston,Australia,,YFLS,-33.731,134.501,0,,O
Luzern-Beromunster Airport,Lucerne,Switzerland,,LSZO,47.190,8.205,2146,,E
La Grand'combe Airport,La Grand'Combe,France,,LFTN,44.244,4.012,1647,,E
Hamad International Airport,Doha,Qatar,DOH,OTHH,25.273,51.608,13,,N
Fort Mackay / Horizon Airport,Wood Buffalo,Canada,HZP,CYNR,57.382,-111.701,916,,A
Canmore Municipal Heliport,Canmore,Canada,,CEW9,51.078,-115.338,4296,,A
Krasnokamensk Airport,Krasnokamensk,Russia,,UIAE,50.033,118.061,2139,,N
Ridgely Airpark,Ridgely,United States,,KRJD,38.970,-75.866,64,,A
New Castle Henry Co. Municipal Airport,New Castle,United States,,KUWL,39.876,-85.326,1088,,A
Scott City Municipal Airport,Scott City,United States,,KTQK,38.474,-100.885,2963,,A
Brewster Field,Holdredge,United States,HDE,KHDE,40.452,-99.337,2313,,A
Pratt Regional Airport,Pratt,United States,PTT,KPTT,37.702,-98.747,1953,,A
Yubileyniy Airfield,Baikonur,Kazakhstan,,UAON,46.055,63.250,328,,U
Wahoo Municipal Airport,Wahoo,United States,,KAHQ,41.241,-96.594,1224,,A
Jim Kelly Field,Lexington,United States,LXN,KLXN,40.791,-99.777,2413,,A
Sublette Municipal Airport,Sublette,United States,,K19S,37.491,-100.830,2908,,A
Council Bluffs Municipal Airport,Council Bluffs,United States,CBF,KCBF,41.259,-95.761,1253,,A
Kokomo Municipal Airport,Kokomo,United States,OKK,KOKK,40.528,-86.059,830,,A
Neodesha Municipal Airport,Neodesha,United States,,K2K7,37.435,-95.646,841,,A
King Ranch Airport,Sutton,United States,,AK59,61.796,-148.355,1350,,A
Elkhart Morton County Airport,Elkhart,United States,,KEHA,37.001,-101.880,3622,,A
Front Range Airport,Denver,United States,,KFTG,39.785,-104.543,5512,,A
Galesburg Municipal Airport,Galesburg,United States,GBG,KGBG,40.938,-90.431,764,,A
Guymon Municipal Airport,Guymon,United States,GUY,KGUY,36.685,-101.508,3123,,A
Meade Municipal Airport,Meade,United States,,KMEJ,37.277,-100.356,2529,,A
Turkey Mountain Estates Airport,Shell Knob,United States,,MO00,36.592,-93.667,1000,,A
Ulysses Airport,Ulysses,United States,,KULS,37.604,-101.374,3071,,A
Flagler Aerial Spraying Inc Airport,Flagler,United States,,CO00,39.280,-103.067,4945,,A
Independence Municipal Airport,Independence,United States,IDP,KIDP,37.158,-95.778,825,,A
Augusta Municipal Airport,Augusta,United States,,K3AU,37.672,-97.078,1328,,A
Larned Pawnee County Airport,Larned,United States,,KLQR,38.209,-99.086,2012,,A
Lampasas Airport,Lampasas,United States,,KLZZ,31.106,-98.196,1215,,A
Bay City Municipal Airport,Bay City,United States,BBC,KBYY,28.973,-95.864,45,,A
Cox Field,Paris,United States,PRX,KPRX,33.637,-95.451,547,,A
Coffeyville Municipal Airport,Coffeyville,United States,CFV,KCFV,37.094,-95.572,754,,A
The Farm Airport,Summit,United States,,24SC,33.936,-81.430,580,,A
Greeley–Weld County Airport,Greeley,United States,GXY,KGXY,40.437,-104.633,4697,,A
General Dewitt Spain Airport,Memphis,United States,,KM01,35.201,-90.054,225,,A
Oryol Yuzhny Airport,Oakley,United States,OEL,UUOR,52.935,36.002,656,,A
Fremont Municipal Airport,Fremont,United States,FET,KFET,41.449,-96.520,1204,,A
La Grande/Union County Airport,La Grande,United States,LGD,KLGD,45.290,-118.007,2717,,A
Olsztyn-Mazury Airport,Szczytno-Szymany,Poland,SZY,EPSY,53.482,20.938,463,,E
Pocono Mountains Municipal Airport,Mount Pocono,United States,MPO,KMPO,41.138,-75.379,1915,,A
Quakertown Airport,Quakertown,United States,UKT,KUKT,40.435,-75.382,526,,A
Banff Airport,Banff,Canada,YBA,CYBA,51.207,-115.542,4583,,A
Nordborg Flyveplads,Nordborg,Denmark,,EKNB,55.075,9.753,0,,E
Banning Municipal Airport,Banning,United States,BNG,KBNG,33.923,-116.851,2219,,A
Gießen-Lützellinden Airport,Giessen,Germany,,EDFL,50.544,8.590,755,,E
Tököl Airport,Budapest,Hungary,,LHTL,47.345,18.981,318,,E
Karl Stefan Memorial Airport,Norfolk  Nebraska,United States,OFK,KOFK,41.986,-97.435,1573,,A
Kotido Airport,Kotido,Uganda,,HUKO,2.953,34.123,4020,,N
Kajjansi Airfield,Kampala,Uganda,,HUKJ,0.197,32.553,3743,,N
Arlington Municipal Airport,Arlington,United States,,KAWO,48.161,-122.159,142,,A
Paracatu Airport,Paracatu,Brazil,,SNZR,-17.243,-46.883,2359,,S
Das Bandeirinhas Airport,Conselheiro Lafaiete,Brazil,,SNKF,-20.739,-43.797,3478,,S
Janaúba Airport,Janauba,Brazil,,SNAP,-15.732,-43.323,1732,,S
Juscelino Kubitscheck Airport,Teofilo Otoni,Brazil,TFL,SNTO,-17.892,-41.514,1572,,S
Cristiano Ferreira Varella Airport,Muriae,Brazil,,SNBM,-21.126,-42.394,886,,S
Peter O Knight Airport,Tampa,United States,TPF,KTPF,27.916,-82.449,8,,U
Lure Malbouhans Air Base,Malbouhans,France,,LFYL,47.705,6.546,1040,,E
Parati Airport,Paraty,Brazil,,SDTK,-23.224,-44.720,10,,S
Umberto Modiano Airport,Buzios,Brazil,BZC,SBBZ,-22.771,-41.963,10,,S
Angra dos Reis Airport,Angra dos Reis,Brazil,,SDAG,-22.975,-44.307,10,,S
Itaperuna Airport,Itaperuna,Brazil,ITP,SDUN,-21.219,-41.876,410,,S
Maricá Airport,Marica,Brazil,,SDMC,-22.920,-42.831,13,,S
Resende Airport,Resende,Brazil,REZ,SDRS,-22.479,-44.480,1320,,S
Saquarema Airport,Saquarema,Brazil,,SDSK,-22.930,-42.507,26,,S
Drumheller Municipal Airport,Drumheller,Canada,,CEG4,51.496,-112.749,2597,,A
Mwene-Ditu Airport,Mwene-Ditu,Congo (Kinshasa),,FZWE,-6.983,23.083,3198,,U
Tunta Airport,Kabinda,Congo (Kinshasa),KBN,FZWT,-6.133,24.483,2766,,U
Ikela Airport,Ikela,Congo (Kinshasa),IKL,FZGV,-1.048,23.373,1283,,U
Aripuanã Airport,Aripuana,Brazil,AIR,SWRP,-10.188,-59.457,623,,S
Juruena Airport,Juruena,Brazil,JRN,SWJU,-10.306,-58.489,525,,S
Juína Airport,Juina,Brazil,JIA,SWJN,-11.419,-58.702,1083,,S
Vila Rica Airport,Vila Rica,Brazil,VLP,SWVC,-9.979,-51.142,892,,S
Inácio Luís do Nascimento Airport,Juara,Brazil,JUA,SIZX,-11.297,-57.550,870,,S
Cáceres Airport,Caceres,Brazil,CCX,SWKC,-16.044,-57.630,492,,S
Posto Leonardo Vilas Boas Airport,Chapada dos Guimaraes,Brazil,,SWPL,-12.198,-53.382,1083,,S
Tangará da Serra Airport,Tangara da Serra,Brazil,TGQ,SWTS,-14.662,-57.444,1460,,S
Canarana Airport,Canarana,Brazil,CQA,SWEK,-13.574,-52.271,1314,,S
Vila Bela da Santíssima Trindade Airport,Vila Bela da Santissima Trindade ,Brazil,MTG,SWVB,-14.994,-59.946,660,,S
Bumbar Airport,Bumba,Congo (Kinshasa),BMB,FZFU,2.183,22.482,0,,U
Sobral Airport,Sobral,Brazil,,SNOB,-3.679,-40.337,210,,N
Arapiraca Airport,Arapiraca,Brazil,APQ,SNAL,-9.775,-36.629,886,,N
Cangapara Airport,Floriano,Brazil,FLB,SNQG,-6.846,-43.077,689,,N
Picos Airport,Picos,Brazil,PCS,SNPC,-7.062,-41.524,1050,,N
Beni Airport,Beni,Congo (Kinshasa),BNC,FZNP,0.575,29.474,3517,,U
Boende Airport,Boende,Congo (Kinshasa),BNB,FZGN,-0.217,20.850,1168,,U
Montauk Airport,Montauk,United States,MTP,KMTP,41.077,-71.921,6,,A
Porter County Municipal Airport,Valparaiso IN,United States,VPZ,KVPZ,41.454,-87.007,770,,A
Dharavandhoo Airport,DHARAVANDHOO,Maldives,DRV,VRMD,5.156,73.130,6,,N
Saumlaki/Olilit Airport,Saumlaki,Indonesia,SXK,WAPI,-7.989,131.306,218,,N
Cerro Largo International Airport,Melo,Uruguay,MLZ,SUMO,-32.338,-54.217,364,,S
Tydeo Larre Borges Airport,Paysandu,Uruguay,PDU,SUPU,-32.363,-58.062,138,,S
Artigas International Airport,Artigas ,Uruguay,ATI,SUAG,-30.401,-56.508,410,,S
Murray Bridge Airport,Murray Bridge,Australia,,YMBD,-35.067,139.227,55,,O
Horsham Airport,Horsham,Australia,HSM,YHSM,-36.670,142.173,445,,O
Swan Hill Airport,Swan Hill,Australia,SWH,YSWH,-35.376,143.533,234,,O
Turtle Island Seaplane Base,Turtle Island,Fiji,TTL,NFUL,-16.966,177.368,0,,O
Dewadaru - Kemujan Island,Karimunjawa,Indonesia,KWB,WARU,-5.801,110.478,35,,U
Kongolo Airport,Kongolo,Congo (Kinshasa),KOO,FZRQ,-5.394,26.990,1850,,U
Attopeu Airport,Attopeu,Laos,AOU,VLAP,14.815,106.822,344,,N
Kahemba Airport,Kahemba,Congo (Kinshasa),,FZCF,-7.333,19.017,3425,,U
Francisco de Miranda Airport,Caracas,Venezuela,,SVFM,10.485,-66.844,2739,,S
São Miguel do Oeste Airport,Sao Miguel do Oeste,Brazil,SQX,SSOE,-26.782,-53.504,2180,,S
Mason County Airport,Ludington,United States,LDM,KLDM,43.963,-86.408,646,,A
Reid-Hillview Airport of Santa Clara County,San Jose,United States,RHV,KRHV,37.333,-121.819,135,,A
Sohar Airport,Sohar,Oman,OHS,OOSH,24.386,56.625,20,,U
Kadanwari Airport,Kadanwari,Pakistan,KCF,OPKW,27.167,69.317,248,,U
Sawan Airport,Sindh,Pakistan,RZS,OPSW,26.966,68.878,160,,U
Thamkharka Airport,Thamkharka,Nepal,,VNTH,27.048,86.858,5240,,U
Thimarafushi Airport,Thimarafushi,Maldives,TMF,VRNT,2.211,73.153,6,,U
Ifuru Airport,Ifuru,Maldives,IFU,VREI,5.708,73.025,20,,U
Kaintiba Airport,Kieta,Papua New Guinea,KZF,AYKT,-7.500,146.034,2050,,U
Ordu Giresun Airport,Ordu-Giresun,Turkey,OGU,LTCB,40.966,38.081,11,,E
Hakkari Yüksekova Airport,Hakkari,Turkey,YKO,LTCW,37.550,44.238,6400,,E
Jelenia Góra Glider Airport,Jelenia Gora,Poland,,EPJG,50.899,15.786,1119,,E
Bathpalathang Airport,Jakar,Bhutan,BUT,VQBT,27.562,90.747,8485,,N
Sultan Bantilan Airport,Toli-Toli,Indonesia,TLI,WAMI,1.123,120.794,40,,U
Vuktyl Airport,Vuktyl,Russia,,UUYK,63.823,57.280,358,,U
Berezniki Airport,Berezniki,Russia,,USPT,59.580,56.858,207,,U
San Sebastián Airport,San Sebastian,Chile,,SCSS,-53.317,-68.650,50,,S
Tolwin Observatory Airport,Tolhuin,Argentina,,SAWL,-54.522,-67.199,90,,S
Tarko-Sale Airport,Tarko-Sale,Russia,TQL,USDS,64.931,77.818,82,,U
Camarillo Airport,Camarillo - CA,United States,,KCMA,34.214,-119.094,77,,A
Leopoldsburg Airfield,Leopoldsburg,Belgium,,EBLE,51.120,5.307,207,,E
Jinchuan Airport,Jinchuan,China,JIC,ZLJC,38.542,102.348,4740,,U
Omtepe Airport,Moyogalpa,Nicaragua,,MNLP,11.524,-85.703,200,,S
Alashankou Bole (Bortala) airport,Bole,China,BPL,ZWAX,44.895,82.300,1253,,N
Fuyun Koktokay Airport,Fuyun,China,FYN,ZWFY,46.804,89.512,3081,,N
Achinsk Airport,Achinsk,Russia,ACS,UNKS,56.268,90.571,1033,,N
Linfen Qiaoli Airport,LINFEN,China,LFQ,ZBLF,36.133,111.641,1483,,U
Hinton/Jasper-Hinton Airport,Hinton,Canada,YJP,CEC4,53.319,-117.753,4006,,A
Watsonville Municipal Airport,Watsonville,United States,WVI,KWVI,36.936,-121.790,163,,A
Gelephu Airport,Gelephu,Bhutan,GLU,VQGP,26.885,90.464,980,,N
Hollister Municipal Airport,Hollister,United States,HLI,KCVH,36.893,-121.410,230,,A
Williamsburg Jamestown Airport,Williamsburg,United States,,KJGG,37.239,-76.716,49,,A
Dulkaninna Airport,Dulkaninna,Australia,DLK,YDLK,-29.013,138.481,0,,U
William Creek Airport,William Creek,Australia,,YWMC,-28.907,136.342,91,,U
Kenora Seaplane Base,Kenora,Canada,,CJM9,49.767,-94.493,1060,,A
Rumbula Air Base,Riga,Latvia,,EVRC,56.883,24.227,26,,E
Siquijor Airport,Siquijor,Philippines,,RPVZ,9.214,123.472,0,,N
Opapimiskan Lake Airport,Musselwhite Mine,Canada,YBS,CKM8,52.607,-90.377,1023,,A
Rizhao Shanzihe Airport,Rizhao,China,RIZ,ZSRZ,35.405,119.324,121,,N
Shaxian Airport,Sanming,China,SQJ,ZSSM,26.426,117.834,830,,N
Taroom Airport,Taroom,Australia,XTO,YTAM,-25.802,149.900,240,,N
Gelnhausen Airport,Gelnhausen,Germany,,EDFG,50.197,9.170,446,,E
Ærø Airport,Aero,Denmark,,EKAE,54.853,10.456,3,,E
Lauterbach Airport,Lauterbach-Wernges,Germany,,EDFT,50.683,9.411,1211,,E
Aschaffenburg Airport,Aschaffenburg,Germany,,EDFC,49.939,9.064,410,,E
Squamish Airport,Squamish,Canada,YSE,CYSE,49.782,-123.162,171,,A
Reichelsheim Airport,Reichelsheim,Germany,,EDFB,50.336,8.878,397,,E
Marburg-Schönstadt Airport,Schoenstadt,Germany,,EDFN,50.874,8.815,833,,E
Lauenbrück Airport,Lauenbrueck,Germany,,EDHU,53.208,9.573,98,,E
Hüttenbusch Airport,Huettenbusch,Germany,,EDXU,53.287,8.947,10,,E
Vrsar Crljenka Airport,Vsar,Croatia,,LDPV,45.142,13.631,121,,E
Union County Airport,Marysville,United States,,KMRT,40.225,-83.352,1021,,A
La Grande-4 Airport,La Grande-4,Canada,YAH,CYAH,53.755,-73.675,1005,,A
Alert Bay Airport,Alert Bay,Canada,YAL,CYAL,50.582,-126.916,240,,A
Liverpool South Shore Regional Airport,Liverpool,Canada,,CYAU,44.230,-64.856,321,,A
Nipawin Airport,Nipawin,Canada,,CYBU,53.333,-104.008,1220,,A
Centralia / James T. Field Memorial Aerodrome,Centralia,Canada,YCE,CYCE,43.286,-81.508,824,,A
Blue River Airport,Blue River,Canada,,CYCP,52.117,-119.283,2240,,A
Chetwynd Airport,Chetwynd,Canada,YCQ,CYCQ,55.687,-121.627,2000,,A
Ross River Airport,Ross River,Canada,XRR,CYDM,61.971,-132.423,2314,,A
Dolbeau St Felicien Airport,Dolbeau-St-Félicien,Canada,YDO,CYDO,48.778,-72.375,372,,A
Amos/Magny Airport,Amos,Canada,YEY,CYEY,48.564,-78.250,1068,,A
Goderich Airport,Goderich,Canada,,CYGD,43.767,-81.711,712,,A
Hope Airport,Hope,Canada,YHE,CYHE,49.368,-121.498,128,,A
Haines Junction Airport,Haines Junction,Canada,YHT,CYHT,60.789,-137.546,2150,,A
Digby / Annapolis Regional Airport,Digby,Canada,YDG,CYID,44.546,-65.785,499,,A
Fort Liard Airport,Fort Liard,Canada,YJF,CYJF,60.236,-123.469,708,,A
Key Lake Airport,Key Lake,Canada,YKJ,CYKJ,57.256,-105.618,1679,,A
Leaf Rapids Airport,Leaf Rapids,Canada,YLR,CYLR,56.513,-99.985,959,,A
Matane Airport,Matane,Canada,YME,CYME,48.857,-67.453,102,,A
Charlevoix Airport,Charlevoix,Canada,YML,CYML,47.597,-70.224,977,,A
Nejanilini Lake Airport,Nejanilini Lake,Canada,,CYNN,59.487,-97.780,1000,,A
Owen Sound / Billy Bishop Regional Airport,Owen Sound,Canada,YOS,CYOS,44.590,-80.838,1007,,A
Port Hawkesbury Airport,Port Hawkesbury,Canada,YPS,CYPD,45.657,-61.368,377,,A
St Thomas Municipal Airport,St Thomas,Canada,YQS,CYQS,42.770,-81.111,778,,A
Ottawa / Rockcliffe Airport,Ottawa,Canada,YRO,CYRO,45.460,-75.646,188,,A
Ottawa / Carp Airport,Ottawa,Canada,,CYRP,45.319,-76.022,382,,A
Smiths Falls-Montague (Russ Beach) Airport,Smiths Falls,Canada,YSH,CYSH,44.946,-75.941,416,,A
St Leonard Airport,St Leonard,Canada,YSL,CYSL,47.158,-67.835,793,,A
Virden/R.J. (Bob) Andrew Field Regional Aerodrome,Virden,Canada,,CYVD,49.878,-100.918,1454,,A
Vernon Airport,Vernon,Canada,YVE,CYVK,50.248,-119.331,1140,,A
Beaver Creek Airport,Beaver Creek,Canada,YXQ,CYXQ,62.410,-140.867,2131,,A
Shuswap Regional Airport,Salmon Arm,Canada,YSN,CZAM,50.683,-119.229,1751,,A
Kelsey Airport,Kelsey,Canada,KES,CZEE,56.037,-96.510,600,,A
Pukatawagan Airport,Pukatawagan,Canada,XPK,CZFG,55.749,-101.266,958,,A
Grand Forks Airport,Grand Forks,Canada,ZGF,CZGF,49.016,-118.431,1720,,A
Jenpeg Airport,Jenpeg,Canada,ZJG,CZJG,54.519,-98.046,729,,A
Thicket Portage Airport,Thicket Portage,Canada,YTD,CZLQ,55.319,-97.708,678,,A
Pikwitonei Airport,Pikwitonei,Canada,PIW,CZMN,55.589,-97.164,630,,A
Poplar River Airport,Poplar River,Canada,XPP,CZNG,52.997,-97.274,728,,A
Pincher Creek Airport,Pincher Creek,Canada,WPC,CZPC,49.521,-113.997,3903,,A
Stewart Airport,Stewart,Canada,ZST,CZST,55.935,-129.982,24,,A
Ignace Municipal Airport,Ignace,Canada,ZUC,CZUC,49.430,-91.718,1435,,A
Neubrandenburg Airport,Neubrandenburg,Germany,FNB,EDBN,53.602,13.306,228,,
Airport Bamberg-Breitenau,Bamberg,Germany,,EDQA,49.920,10.914,811,,
Zerbst Airport,Zerbst/Anhalt,Germany,,EDUZ,52.001,12.149,289,,
RAF Spadeadam,Spadeadam,United Kingdom,,EGOM,55.050,-2.550,1066,,
RAF Kinloss,Kinloss,United Kingdom,FSS,EGQK,57.649,-3.561,22,,
Biała Podlaska Airfield,Biała Podlaska,Poland,BXP,EPBP,52.001,23.133,485,,
Cewice Air Base,Lębork,Poland,,EPCE,54.416,17.763,495,,
Deblin Military Air Base,Dęblin,Poland,,EPDE,51.551,21.894,392,,
Leczyca Military Air Base,Leczyca,Poland,,EPLY,52.005,19.146,377,,
Minsk Mazowiecki Military Air Base,,Poland,,EPMM,52.195,21.656,604,,
Powidz Military Air Base,,Poland,,EPPW,52.379,17.854,371,,
Tomaszow Mazowiecki Military Air Base,Tomaszów Mazowiecki,Poland,,EPTM,51.584,20.098,571,,
Björkvik Air Base,Björkvik,Sweden,,ESKX,58.791,16.571,0,,
Ljungbyhed Airport,Ljungbyhed,Sweden,,ESTL,56.083,13.212,140,,
Daugavpils Intrenational Airport,Daugavpils,Latvia,DGP,EVDA,55.945,26.665,398,,
Jēkabpils Air Base,Jēkabpils,Latvia,,EVKA,56.535,25.893,289,,
Jūrmala Airport,Tukums,Latvia,,EVTA,56.942,23.224,220,,
Kėdainiai Air Base,Kėdainiai,Lithuania,,EYKD,55.312,23.956,171,,
Lime Acres Finsch Mine Airport,Lime Acres,South Africa,LMR,FALC,-28.360,23.439,4900,,
Sua Pan Airport,Sowa,Botswana,SXN,FBSN,-20.553,26.116,2985,,
Lusaka City Airport,Lusaka,Zambia,,FLLC,-15.414,28.331,4200,,
Sumbe Airport,Sumbe,Angola,NDD,FNSU,-11.168,13.847,36,,
Mangochi Airport,Mangochi,Malawi,MAI,FWMG,-14.483,35.267,1580,,
Arandis Airport,Arandis,Namibia,ADI,FYAR,-22.462,14.980,1905,,
Mariental Airport,Mariental,Namibia,,FYML,-24.605,17.925,3650,,
Almaza Air Force Base,Cairo,Egypt,,HEAZ,30.092,31.360,300,,
Beni Suef Air Base,Beni Suef,Egypt,,HEBS,29.208,31.017,108,,
Jiyanklis Air Base,Jiyanklis,Egypt,,HEGS,30.820,30.191,49,,
Merowe New Airport,Merowe,Sudan,MWE,HSMN,18.443,31.843,897,,
St Louis Regional Airport,Alton/St Louis,United States,ALN,KALN,38.890,-90.046,544,,A
Chandler Field,Alexandria,United States,AXN,KAXN,45.866,-95.395,1425,,A
Columbus Municipal Airport,Columbus,United States,CLU,KBAK,39.262,-85.896,656,,A
Curtis Field,Brady,United States,BBD,KBBD,31.179,-99.324,1827,,A
Eastern Sierra Regional Airport,Bishop,United States,BIH,KBIH,37.373,-118.364,4124,,A
Baker City Municipal Airport,Baker City,United States,BKE,KBKE,44.837,-117.809,3373,,A
Miley Memorial Field,Big Piney,United States,BPI,KBPI,42.585,-110.111,6990,,A
Ozark Regional Airport,Mountain Home,United States,WMH,KBPK,36.369,-92.470,928,,A
W K Kellogg Airport,Battle Creek,United States,BTL,KBTL,42.307,-85.252,952,,A
Burley Municipal Airport,Burley,United States,BYI,KBYI,42.543,-113.772,4150,,A
Northeast Iowa Regional Airport,Charles City,United States,CCY,KCCY,43.073,-92.611,1125,,A
Chanute Martin Johnson Airport,Chanute,United States,CNU,KCNU,37.669,-95.485,1002,,A
Jacksonville Executive at Craig Airport,Jacksonville,United States,CRG,KCRG,30.336,-81.514,41,,A
Crossville Memorial Whitson Field,Crossville,United States,CSV,KCSV,35.951,-85.085,1881,,A
Davison Army Air Field,Fort Belvoir,United States,DAA,KDAA,38.715,-77.181,73,,A
